"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.8","15.9","19.7","3277","Female","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","22.9","25.9","5473","Overall","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.4","24.9","29.9","2196","Male","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.5","19.7","23.3","3277","Female","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.7","52.7","56.7","5473","Overall","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.4","45.3","51.5","2196","Male","All Ages","All Races","All Grades"
"2011","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.8","58.4","63.2","3277","Female","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.6","18.9","22.3","5846","Overall","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.9","19.5","24.3","2484","Male","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.3","17.0","21.6","3362","Female","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.5","23.9","27.1","5846","Overall","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","31.5","28.9","34.1","2484","Male","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.9","18.0","21.8","3362","Female","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.9","52.0","55.8","5846","Overall","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","46.6","43.8","49.4","2484","Male","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.8","58.3","63.3","3362","Female","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.9","21.7","24.1","10978","Overall","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.5","22.7","26.3","4461","Male","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.5","20.0","23.0","6517","Female","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.1","23.1","25.1","10978","Overall","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.7","26.1","29.3","4461","Male","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.6","19.3","21.9","6517","Female","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.0","51.7","54.3","10978","Overall","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.8","45.9","49.7","4461","Male","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.0","56.3","59.7","6517","Female","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.9","20.8","23.0","10068","Overall","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.5","21.8","25.2","4155","Male","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.4","18.9","21.9","5913","Female","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.2","24.1","26.3","10068","Overall","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.7","27.0","30.4","4155","Male","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.9","20.6","23.2","5913","Female","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.9","51.6","54.2","10068","Overall","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.8","45.8","49.8","4155","Male","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.7","56.0","59.4","5913","Female","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.0","22.8","25.2","8511","Overall","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.5","24.6","28.4","3346","Male","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.6","20.0","23.2","5165","Female","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.7","22.6","24.8","8511","Overall","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.0","26.2","29.8","3346","Male","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.6","18.3","20.9","5165","Female","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.4","51.0","53.8","8511","Overall","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","45.6","43.4","47.8","3346","Male","All Ages","All Races","All Grades"
"2012","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.8","57.0","60.6","5165","Female","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.6","24.2","27.0","8444","Overall","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","27.6","25.5","29.7","3274","Male","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.8","22.1","25.5","5170","Female","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.7","23.5","25.9","8444","Overall","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.1","26.2","30.0","3274","Male","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.6","20.1","23.1","5170","Female","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.7","48.2","51.2","8444","Overall","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","44.4","42.1","46.7","3274","Male","All Ages","All Races","All Grades"
"2011","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.7","52.8","56.6","5170","Female","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","16.7","19.5","6021","Overall","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","17.4","21.6","2612","Male","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.7","14.8","18.6","3409","Female","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.6","24.2","27.0","6021","Overall","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.7","27.5","31.9","2612","Male","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","19.9","23.5","3409","Female","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.3","54.6","58.0","6021","Overall","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.8","48.3","53.3","2612","Male","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.6","59.3","63.9","3409","Female","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.5","17.3","19.7","7751","Overall","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.9","18.1","21.7","3245","Male","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.2","15.6","18.8","4506","Female","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.7","24.5","26.9","7751","Overall","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.6","28.7","32.5","3245","Male","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.0","19.5","22.5","4506","Female","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.9","54.4","57.4","7751","Overall","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.6","47.4","51.8","3245","Male","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.9","60.0","63.8","4506","Female","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","18.2","20.8","7983","Overall","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.5","20.6","24.4","3203","Male","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.6","15.0","18.2","4780","Female","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","23.2","25.6","7983","Overall","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.7","25.8","29.6","3203","Male","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","19.7","22.7","4780","Female","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.1","54.6","57.6","7983","Overall","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.9","47.7","52.1","3203","Male","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.2","60.3","64.1","4780","Female","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","16.9","19.3","7015","Overall","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.8","18.0","21.6","2871","Male","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.5","15.0","18.0","4144","Female","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.0","23.8","26.2","7015","Overall","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.7","27.8","31.6","2871","Male","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.6","19.2","22.0","4144","Female","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.9","55.5","58.3","7015","Overall","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.5","48.3","52.7","2871","Male","All Ages","All Races","All Grades"
"2012","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.9","61.1","64.7","4144","Female","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.4","19.2","21.6","7327","Overall","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.2","20.3","24.1","2996","Male","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.6","17.0","20.2","4331","Female","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.0","23.8","26.2","7327","Overall","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.4","27.5","31.3","2996","Male","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","19.4","22.4","4331","Female","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.6","53.1","56.1","7327","Overall","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.4","46.2","50.6","2996","Male","All Ages","All Races","All Grades"
"2011","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.5","58.6","62.4","4331","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.7","17.0","18.4","22055","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.3","18.3","20.3","9716","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.1","15.2","17.0","12339","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.1","23.4","24.8","22055","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","28.0","27.0","29.0","9716","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.4","19.5","21.3","12339","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.1","57.3","58.9","22055","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.7","51.5","53.9","9716","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.4","62.3","64.5","12339","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","17.3","18.9","13163","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","18.2","20.8","5619","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.7","15.6","17.8","7544","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.6","22.8","24.4","13163","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.7","25.4","28.0","5619","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.6","19.5","21.7","7544","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.3","57.3","59.3","13163","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.7","52.1","55.3","5619","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.7","61.3","64.1","7544","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.0","19.3","20.7","22891","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.3","21.2","23.4","9464","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.8","16.9","18.7","13427","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.0","23.3","24.7","22891","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.8","26.7","28.9","9464","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.4","19.6","21.2","13427","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.9","55.1","56.7","22891","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.8","48.6","51.0","9464","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.8","60.8","62.8","13427","Female","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.4","18.4","20.4","11709","Overall","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.1","19.5","22.7","4616","Male","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.7","16.5","18.9","7093","Female","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.8","22.8","24.8","11709","Overall","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.8","25.3","28.3","4616","Male","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.8","19.6","22.0","7093","Female","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.9","55.7","58.1","11709","Overall","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.1","50.2","54.0","4616","Male","All Ages","All Races","All Grades"
"2012","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.5","60.0","63.0","7093","Female","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.0","21.2","22.8","20616","Overall","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.6","23.3","25.9","8081","Male","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.5","18.5","20.5","12535","Female","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.4","21.7","23.1","20616","Overall","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.2","24.1","26.3","8081","Male","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.7","18.9","20.5","12535","Female","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.6","54.7","56.5","20616","Overall","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","50.2","48.8","51.6","8081","Male","All Ages","All Races","All Grades"
"2011","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.8","59.7","61.9","12535","Female","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.9","24.2","27.6","8536","Overall","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.4","23.9","28.9","3163","Male","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.5","23.3","27.7","5373","Female","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.1","23.6","26.6","8536","Overall","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.1","27.7","32.5","3163","Male","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.4","18.7","22.1","5373","Female","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.9","47.1","50.7","8536","Overall","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","43.5","40.8","46.2","3163","Male","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.0","51.7","56.3","5373","Female","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.2","24.7","27.7","10767","Overall","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","27.2","24.8","29.6","3723","Male","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","25.2","23.4","27.0","7044","Female","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.5","24.2","26.8","10767","Overall","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.5","27.4","31.6","3723","Male","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","20.2","23.2","7044","Female","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.4","46.8","50.0","10767","Overall","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","43.3","40.8","45.8","3723","Male","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.1","51.1","55.1","7044","Female","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.5","25.1","27.9","10584","Overall","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","28.4","26.3","30.5","3744","Male","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.6","22.9","26.3","6840","Female","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.0","24.7","27.3","10584","Overall","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","29.4","27.4","31.4","3744","Male","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.7","21.1","24.3","6840","Female","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","47.5","46.0","49.0","10584","Overall","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","42.2","40.0","44.4","3744","Male","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.7","50.8","54.6","6840","Female","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","28.3","26.9","29.7","10867","Overall","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","30.6","28.3","32.9","3853","Male","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.1","24.4","27.8","7014","Female","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.5","24.3","26.7","10867","Overall","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","30.0","28.0","32.0","3853","Male","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","19.8","22.6","7014","Female","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","46.2","44.7","47.7","10867","Overall","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","39.4","37.2","41.6","3853","Male","All Ages","All Races","All Grades"
"2012","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","52.7","50.9","54.5","7014","Female","All Ages","All Races","All Grades"
"2011","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","29.0","27.5","30.5","10827","Overall","All Ages","All Races","All Grades"
"2011","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","31.6","29.2","34.0","3720","Male","All Ages","All Races","All Grades"
"2011","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","26.6","24.8","28.4","7107","Female","All Ages","All Races","All Grades"
