"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2010-2011","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.9","62.1","65.7","4082","Male","All Ages","All Races","All Grades"
"2010-2011","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.0","71.6","74.4","4760","Female","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.8","15.0","16.6","9285","Overall","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.0","16.8","19.2","4378","Male","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.7","12.7","14.7","4907","Female","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.7","17.9","19.5","9285","Overall","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.6","20.3","22.9","4378","Male","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.0","14.9","17.1","4907","Female","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.6","64.6","66.6","9285","Overall","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.4","58.9","61.9","4378","Male","All Ages","All Races","All Grades"
"2006-2007","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.4","69.1","71.7","4907","Female","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.4","16.4","18.4","7767","Overall","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.3","17.8","20.8","3452","Male","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.8","14.6","17.0","4315","Female","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.5","20.5","22.5","7767","Overall","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.2","23.6","26.8","3452","Male","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.5","17.2","19.8","4315","Female","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.1","59.9","62.3","7767","Overall","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.4","53.5","57.3","3452","Male","All Ages","All Races","All Grades"
"2003","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.7","64.1","67.3","4315","Female","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.3","18.4","20.2","9713","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.9","20.6","23.3","4631","Male","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.7","15.5","18.0","5082","Female","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.2","20.3","22.2","9713","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.2","22.8","25.6","4631","Male","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.4","17.1","19.6","5082","Female","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.5","58.4","60.6","9713","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.8","52.2","55.5","4631","Male","All Ages","All Races","All Grades"
"2001-2002   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.9","63.3","66.4","5082","Female","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.7","19.9","21.4","11106","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.8","22.7","25.0","5091","Male","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.9","16.9","18.8","6015","Female","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.5","22.8","24.3","11106","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","27.5","26.3","28.7","5091","Male","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.0","19.0","21.1","6015","Female","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.8","54.9","56.7","11106","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","48.7","47.3","50.0","5091","Male","All Ages","All Races","All Grades"
"1998-1999   ","Florida","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.1","60.9","63.3","6015","Female","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.4","12.2","14.7","4918","Overall","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.5","13.7","17.4","2229","Male","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.6","10.0","13.2","2689","Female","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.0","14.7","17.2","4918","Overall","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.8","18.1","21.6","2229","Male","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.5","11.2","13.8","2689","Female","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.6","68.9","72.3","4918","Overall","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.6","62.1","67.1","2229","Male","All Ages","All Races","All Grades"
"2014-2015","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","75.9","73.9","77.9","2689","Female","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.0","13.3","16.7","4567","Overall","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.6","15.4","19.8","2107","Male","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.6","10.6","14.6","2460","Female","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.7","13.5","15.9","4567","Overall","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.6","14.7","18.5","2107","Male","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.0","11.8","14.2","2460","Female","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.3","68.1","72.5","4567","Overall","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.8","63.0","68.6","2107","Male","All Ages","All Races","All Grades"
"2010-2011","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","74.4","72.0","76.8","2460","Female","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.9","16.7","19.1","4648","Overall","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.0","19.2","22.8","2143","Male","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.1","13.6","16.6","2505","Female","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.9","13.8","16.0","4648","Overall","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","16.5","19.9","2143","Male","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","11.8","10.4","13.2","2505","Female","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.2","65.7","68.7","4648","Overall","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","60.8","58.6","63.0","2143","Male","All Ages","All Races","All Grades"
"2006-2007","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.1","71.2","75.0","2505","Female","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.5","15.8","19.2","2538","Overall","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.0","18.3","23.7","1099","Male","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.7","12.6","16.8","1439","Female","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.7","15.0","18.4","2538","Overall","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.3","18.5","24.1","1099","Male","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.2","11.2","15.2","1439","Female","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.8","63.7","67.9","2538","Overall","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","57.7","54.4","61.0","1099","Male","All Ages","All Races","All Grades"
"2003","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.1","69.4","74.8","1439","Female","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.2","19.6","22.9","2947","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.5","21.9","27.0","1360","Male","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.3","16.1","20.4","1587","Female","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.7","15.2","18.2","2947","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.5","18.1","22.9","1360","Male","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.3","11.4","15.2","1587","Female","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.0","60.1","64.0","2947","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.0","52.1","57.9","1360","Male","All Ages","All Races","All Grades"
"2001-2002   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.4","65.8","71.0","1587","Female","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.9","18.6","21.2","3753","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","23.9","21.9","25.9","1707","Male","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.4","14.7","18.0","2046","Female","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.5","16.3","18.7","3753","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","19.0","22.8","1707","Male","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.5","13.0","16.1","2046","Female","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.6","61.0","64.2","3753","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","55.2","52.9","57.6","1707","Male","All Ages","All Races","All Grades"
"1998-1999   ","Georgia","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.1","67.0","71.1","2046","Female","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","10.5","9.0","12.0","3511","Overall","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.5","9.2","13.7","1625","Male","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.6","7.3","11.9","1886","Female","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.0","14.4","17.6","3511","Overall","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.6","17.3","21.9","1625","Male","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.6","10.7","14.5","1886","Female","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.5","71.4","75.6","3511","Overall","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.9","66.1","71.8","1625","Male","All Ages","All Races","All Grades"
"2014-2015","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","77.8","74.9","80.7","1886","Female","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.5","12.0","15.0","3538","Overall","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.6","13.6","17.6","1667","Male","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.6","9.8","13.4","1871","Female","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.8","14.5","17.1","3538","Overall","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.9","16.9","20.9","1667","Male","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","12.9","11.3","14.5","1871","Female","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.6","68.5","72.7","3538","Overall","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.4","62.5","68.3","1667","Male","All Ages","All Races","All Grades"
"2010-2011","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","75.5","73.2","77.8","1871","Female","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.3","13.8","16.8","3440","Overall","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.6","16.2","21.0","1561","Male","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.3","10.4","14.2","1879","Female","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.5","16.8","20.2","3440","Overall","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","19.1","24.3","1561","Male","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.5","13.4","17.6","1879","Female","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.2","64.2","68.2","3440","Overall","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.6","56.6","62.6","1561","Male","All Ages","All Races","All Grades"
"2006-2007","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.2","69.6","74.8","1879","Female","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.2","14.3","18.1","1908","Overall","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.1","15.0","21.2","807","Male","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.7","12.2","17.2","1101","Female","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.2","18.1","22.3","1908","Overall","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.7","22.2","29.2","807","Male","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.0","13.4","18.6","1101","Female","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.6","61.1","66.1","1908","Overall","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.2","52.2","60.2","807","Male","All Ages","All Races","All Grades"
"2003","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.3","66.1","72.5","1101","Female","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.0","17.3","20.6","3023","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.1","19.5","24.6","1415","Male","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.1","14.0","18.3","1608","Female","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.1","20.3","23.8","3023","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.3","23.6","29.0","1415","Male","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.2","16.0","20.4","1608","Female","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.0","56.9","61.0","3023","Overall","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.6","48.6","54.7","1415","Male","All Ages","All Races","All Grades"
"2001-2002   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","65.6","62.9","68.4","1608","Female","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.3","16.7","20.0","2283","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.0","19.4","24.5","1078","Male","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.1","13.0","17.2","1205","Female","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.3","18.6","22.1","2283","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.9","24.2","29.7","1078","Male","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.5","12.4","16.5","1205","Female","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.3","59.2","63.4","2283","Overall","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.1","48.0","54.2","1078","Male","All Ages","All Races","All Grades"
"1998-1999   ","Hawaii","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.4","67.7","73.1","1205","Female","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.3","11.6","15.0","3198","Overall","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.4","12.3","16.5","1559","Male","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.2","10.2","14.3","1639","Female","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.9","17.1","20.7","3198","Overall","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.4","20.9","25.9","1559","Male","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.6","12.2","16.9","1639","Female","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.8","65.4","70.2","3198","Overall","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.2","59.1","65.2","1559","Male","All Ages","All Races","All Grades"
"2014-2015","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.2","70.2","76.2","1639","Female","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.9","12.6","17.2","2561","Overall","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.9","13.0","18.8","1230","Male","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.0","11.8","16.2","1331","Female","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.1","17.2","21.0","2561","Overall","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.9","20.4","25.4","1230","Male","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.4","13.5","17.3","1331","Female","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.0","63.6","68.4","2561","Overall","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.1","58.0","64.2","1230","Male","All Ages","All Races","All Grades"
"2010-2011","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.7","68.0","73.4","1331","Female","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.1","13.5","16.7","2828","Overall","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.9","14.5","19.3","1367","Male","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.4","11.3","15.5","1461","Female","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.9","17.1","20.7","2828","Overall","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.0","19.3","24.7","1367","Male","All Ages","All Races","All Grades"
"2006-2007","Idaho","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.0","13.7","18.3","1461","Female","All Ages","All Races","All Grades"
